,Month,Sales
0,2020-01-01,4682.092195659562
1,2020-02-01,3773.0228271888864
2,2020-03-01,4852.6618391849315
3,2020-04-01,5084.461084744562
4,2020-05-01,5121.025325913767
5,2020-06-01,5542.9657345262285
6,2020-07-01,4604.109996391507
7,2020-08-01,1693.1732696447364
8,2020-09-01,6178.9515425457
9,2020-10-01,6933.134527468249
10,2020-11-01,10815.762679919695
11,2020-12-01,13221.395038841978
